Rank,Grade,Channel name,Video Uploads,Subscribers,Video views,Grade_num,Average_Views
55,A ,La Granja de Zenón,149,8781935,4473966039,3,30026617.711409397
56,A ,✿ Kids Diana Show,488,8983362,2492724832,3,5108042.68852459
57,A ,Boram Tube ToysReview [보람튜브…,136,3052780,849887197,3,6249170.56617647
58,A ,CVS 3D Rhymes,317,14925769,9454820754,3,29825932.97791798
59,A ,Maroon5VEVO,111,15720338,10355362290,3,93291552.16216215
60,A ,الرماس ميوزك,1905,8368289,5172463467,3,2715203.919685039
61,A ,Pencilmation,348,5283050,2499031601,3,7181125.290229885
62,A ,1theK (원더케이),12942,12918410,10657097331,3,823450.5741770979
63,A ,Pinkfong! Kids' Songs & Stories,1010,10538694,5761524025,3,5704479.232673267
64,A ,Ed Sheeran,122,33961184,14521211040,3,119026320.0
65,A ,SonyMusicIndiaVEVO,2958,13215636,6215499269,3,2101250.598039216
66,A ,Blossom,137,5375332,1251331678,3,9133807.868613139
67,A ,POPS Kids,3751,5621106,4908451376,3,1308571.4145561184
68,A ,Shemaroo,6466,10846501,4795061785,3,741580.8513764306
69,A ,Gaane Sune Ansune,1778,9177850,4124067978,3,2319498.300337458
70,A ,Bolly HD 1080p,250,3832164,1427683110,3,5710732.44
71,A ,Vijay Television,19471,6456081,3686308830,3,189323.03579682604
72,A ,DokuzSekiz Müzik,2253,1971613,2559979914,3,1136253.845539281
73,A ,FGTeeV,1169,7910214,8437768629,3,7217937.23609923
74,A ,Erlania e Valentina,543,8900406,2058205665,3,3790434.005524862
75,A ,Маша и Медведь,568,16638993,16519985673,3,29084481.818661973
76,A ,Doggy Doggy Play Doh Cartoons,909,9994112,3155585139,3,3471490.801980198
77,A ,Asianet,31201,3310120,2450108456,3,78526.6003012724
78,A ,Eros Now,9852,13820875,8651382337,3,878134.6261672757
79,A ,ChuChu TV Nursery Rhymes & Kids…,254,19641153,15212759916,3,59892755.57480315
80,A ,Oyuncak Avı,393,3286612,1045924447,3,2661385.361323155
81,A ,Cauê Moura,487,5184068,518924050,3,1065552.4640657085
82,A ,Get Movies,2747,20186240,17362242300,3,6320437.677466327
83,A ,SMTOWN,3274,15711312,11614803892,3,3547588.2382406844
84,A ,Felipe Neto,1276,25069826,4455604361,3,3491852.947492163
85,A ,Galinha Pintadinha,47,13312085,9570884138,3,203635832.72340426
86,A ,YRF,3564,13419831,7280286813,3,2042729.1843434344
87,A ,Dehati India NonVeg Masti,612,4546683,1950903340,3,3187750.5555555555
88,A ,キッズライン♡Kids Line,2712,6421915,5406199624,3,1993436.4395280236
89,A ,LooLoo Kids - Nursery Rhymes and…,481,10813220,4362878210,3,9070432.869022869
90,A ,Zaz Official,50,649081,242240716,3,4844814.32
91,A ,LazarBeam,959,4791790,1080083584,3,1126260.2544316996
92,A ,Aditya Music,14744,5940275,3871453495,3,262578.23487520346
93,A ,hairong zheng,492,394,254252482,3,516773.337398374
94,A ,BRIGHT SIDE,1547,16616187,3132608077,3,2024956.7401422106
95,A ,Tekashi 6ix9ine,3,3108447,353018727,3,117672909.0
96,A ,Luccas Neto,487,18703101,3564747380,3,7319809.8151950715
97,A ,NollywoodStreams,1528,2794475,1171653272,3,766788.7905759162
98,A ,MGR PRODUCTION,2069,733903,401477421,3,194044.186080232
99,A ,BeckyGVEVO,53,6658776,3518844458,3,66393291.66037736
100,A ,GMM GRAMMY OFFICIAL,5980,13426454,13503732638,3,2258149.2705685617
101,A ,LetsGoMartin - Nursery Rhymes,215,3665615,934322434,3,4345685.739534884
102,A ,HTV2 Channel,5868,3798574,2073246834,3,353314.0480572597
103,A ,Drake - Topic,979,1259842,888928894,3,907996.8273748723
104,A ,And TV,25709,2963630,2474453105,3,96248.5162783461
105,A ,Soft Box Türkiye,1487,1810809,1068359427,3,718466.3261600538
106,A ,mmoshaya,716,6832523,3881188263,3,5420653.998603352
107,A ,Rajshri,5608,8808619,4772954260,3,851097.407275321
108,A ,Venus,4138,7878536,2898110156,3,700364.9482841953
110,A ,Bollywood Classics,1698,5532599,2608650285,3,1536307.5883392226
111,A ,Давай поиграем в…,220,3409426,1101115153,3,5005068.877272727
112,A ,Webs & Tiaras - Toy Monster…,62,7203358,6727576995,3,108509306.37096775
113,A ,ImagineDragonsVEVO,94,10753521,5191219894,3,55225743.55319149
114,A ,Wave Music - Bhojpuri,14307,6133550,3379150048,3,236188.58237226531
115,A ,CookieSwirlC,2874,9213304,9298343650,3,3235331.819763396
117,A ,قناة طيور الجنة |…,2218,9174889,8504219475,3,3834183.712804328
118,A ,Vidol TV,357,595068,338703141,3,948748.2941176471
119,A ,SIS vs BRO,253,6579270,2260525646,3,8934883.976284586
120,A ,BLACKPINK,179,11604439,2947790223,3,16468101.804469274
121,A ,BillionSurpriseToys - Nursery…,223,16271451,5183283439,3,23243423.49327354
122,A ,shakiraVEVO,142,19689891,14533614800,3,102349400.0
123,A ,Super Simple Songs - Kids Songs,445,11419859,10528195079,3,23658865.346067417
124,A ,Fischer's-フィッシャーズ-,1626,5015503,5418686430,3,3332525.4797047973
125,A ,Animal Family,25,5032200,735698294,3,29427931.76
126,A ,Alan Walker,141,17225892,4666424253,3,33095207.468085106
127,A ,TheEllenShow,9066,27765423,13403860667,3,1478475.696779175
128,A ,Family Fun Pack,1253,7552928,10014750723,3,7992618.294493216
129,A ,SebastianYatraVEVO,21,2851437,2034588299,3,96885157.09523809
130,A ,For Kids Learn,66,647110,129490054,3,1961970.5151515151
131,A ,Fozi Mozi,645,3564584,3232333195,3,5011369.294573643
132,A ,Osman Vargas,884,3463566,3661895184,3,4142415.366515837
133,A ,AnuelVEVO,29,1100382,651668495,3,22471327.413793102
134,A ,Goldmines,143,4679372,341081506,3,2385185.356643357
135,A ,Oops Zeros,514,548850,104953122,3,204188.953307393
136,A ,Miss Katy,605,9684269,5704760485,3,9429356.173553718
137,A ,Las Ratitas,83,5768549,1308569692,3,15765899.903614458
138,A ,Marília Mendonça,69,9254263,5295016523,3,76739369.89855072
139,A ,LEGO,19293,6207095,8118958980,3,420824.08023635513
140,A ,Scopian01,801,1319834,1219988066,3,1523081.2309612983
141,A ,Sonotek Haryanvi,6370,5873167,2130708836,3,334491.1830455259
142,A ,DuDuPopTOY,683,4181344,2171187145,3,3178897.7232796485
145,A ,YoungBoy Never Broke Again,186,3318535,1665788162,3,8955850.333333334
146,A ,Rotana,5635,8539250,5738075498,3,1018292.0138420586
147,A ,Volga Video,28663,6498020,3366976772,3,117467.70303178314
148,A ,Trap Nation,1458,22331643,7760362155,3,5322607.788065843
149,A ,FunFun ToyShow,447,4533982,1881201276,3,4208503.973154362
150,A ,EminemVEVO,80,26650488,11317532576,3,141469157.2
151,A ,Sonotek,8324,6591994,2590857091,3,311251.45254685247
152,A ,KanalD,11237,3495070,5091658907,3,453115.50298122276
154,A ,ZeeQ India,336,2435635,1105398427,3,3289876.2708333335
155,A ,Nick Jr.,1817,3698840,3081781019,3,1696082.0137589434
156,A ,eltrece,79561,4386345,4279834573,3,53793.12191903068
158,A ,Worldwide Records Bhojpuri,1872,5264436,2669933333,3,1426246.438568376
159,A ,Marshmello,187,19005512,3242956390,3,17342012.78074866
160,A ,Geet MP3,144,5743286,1341490754,3,9315908.013888888
161,A ,KiKiDo,263,2390570,1130123412,3,4297047.19391635
162,A ,CanalKids HD,1500,4298926,1719001155,3,1146000.77
163,A ,Toys And Little Gaby,192,4016859,859912280,3,4478709.791666667
164,A ,Lady Diana,183,2417650,675927454,3,3693592.644808743
165,A ,Mazhavil Manorama,28157,3021268,2625773225,3,93254.72262670028
166,A ,etvteluguindia,61222,4560715,4163302219,3,68003.36838064747
167,A ,Rainbow ToyTocToc,204,2503093,609961488,3,2990007.294117647
168,A ,Ultra Music,3586,14813447,9083272850,3,2532981.8321249303
169,A ,Boo Kids,19,574063,114287401,3,6015126.368421053
170,A ,Boram Tube Vlog [보람튜브…,53,595409,145148497,3,2738650.886792453
171,A ,ThaiCh8 : ช่อง 8,41034,4830567,3581877042,3,87290.4674660038
172,A ,Baby Big Mouth,3177,9038516,10463073138,3,3293381.535410765
173,A ,Daddy Yankee,319,16490453,5770555736,3,18089516.413793102
174,A ,Televisa Telenovelas,14374,5195767,2964680826,3,206253.01419229165
175,A ,Dude Perfect,185,34489432,6095981611,3,32951251.951351352
177,A ,LuisFonsiVEVO,54,18753006,9179054584,3,169982492.2962963
178,A ,BabyBus - Kids TV - Songs & Stories,1582,2217196,1547446077,3,978158.0764854614
179,A ,YRF Music,1047,5555085,2810150130,3,2684002.034383954
180,A ,1000virtudes,59,770249,170131284,3,2883581.084745763
182,A ,Team Films Bhojpuri,14690,4481993,2147683870,3,146200.39959155887
183,A ,ChainsmokersVEVO,123,12482234,7310645610,3,59436143.17073171
184,A ,Strawberry Jam Toys,1101,1967981,629774385,3,572002.1662125341
185,A ,Mnet Official,10515,4341384,3078108849,3,292735.0308131241
186,A ,ETV Jabardasth,3256,4025243,2988842536,3,917949.1818181818
187,A ,Ryan's Family Review,313,2578422,3058055395,3,9770145.031948881
188,A ,ArianaGrandeVevo,81,19188513,9364195758,3,115607355.03703703
189,A ,Cardi B,32,6199546,1706942190,3,53341943.4375
191,A ,OLIE THE CUB,546,5045423,1451072025,3,2657641.0714285714
192,A ,BERITA TERBARU HD,4873,140363,86550277,3,17761.18961625282
194,A ,jbalvinVEVO,128,14086158,10274251157,3,80267587.1640625
195,A ,Senya ToysReview,84,1610241,519942081,3,6189786.678571428
196,A ,Sen Anlat Karadeniz,681,2512665,1221563028,3,1793778.308370044
197,A ,Mr. Gengar,2032,1057326,767545532,3,377729.10039370076
199,A ,WatchMojo.com,15345,18586234,11155709987,3,726993.1565330727
200,A ,Troom Troom,644,8817758,2641942608,3,4102395.354037267
201,A ,JesseAndMike,393,6132965,4615275531,3,11743703.641221374
202,A ,TotoyKids,709,10731825,5320123608,3,7503700.434414669
203,A ,Learn and Play,146,2913780,699759061,3,4792870.280821918
204,A ,Aaj Tak,79184,9592793,2797505747,3,35329.179468074355
205,A ,Ninja,720,17828322,1284842810,3,1784503.9027777778
206,A ,CartoonKiDS BR,919,3742294,1269907194,3,1381835.9020674645
207,A ,Emily Tube,484,7500762,2489237217,3,5143052.101239669
208,A ,عائلة فيحان,603,3363912,2084734767,3,3457271.5870646765
209,A ,Cartoon Network,6453,3571762,3374207995,3,522889.81791414844
211,A ,KatyPerryVEVO,125,26712128,16244535352,3,129956282.816
212,A ,BCC Trolling,3412,7468094,1724254525,3,505350.0952520516
213,A ,DanTDM,2917,20198608,13558498013,3,4648096.679122386
215,A ,David Dobrik,481,8886600,2964214601,3,6162608.318087318
216,A ,東海オンエア,1083,3600345,2612633025,3,2412403.5318559557
217,A ,AmusementForce,6479,3041069,2218545018,3,342420.90106497915
218,A ,Funny Sofia Show,71,3611388,735430833,3,10358180.746478872
219,A ,KBS World TV,32124,7390999,5223168496,3,162593.96388992653
220,A ,Mikecrack,1135,6085829,1873472207,3,1650636.3057268723
221,A ,Peppa Pig - Official Channel,272,5791309,2006762385,3,7377802.886029412
222,A ,Genevieve's Playhouse - Toy…,420,5903099,2926005920,3,6966680.761904762
223,A ,ItsFunneh,903,3031264,1894890613,3,2098439.2170542637
225,A ,DisneyChannelLA,3526,9774825,7561193043,3,2144410.9594441294
226,A ,Lucas and Marcus,341,11664682,2546704375,3,7468341.275659824
227,A ,Haryanvi Maina,3285,6257643,2787342302,3,848506.0280060883
228,A ,BuzzFeedVideo,5476,17357278,13969280371,3,2551000.7982103727
229,A ,toycantando,278,8368583,4163736216,3,14977468.402877698
230,A ,David Guetta,446,18394349,9928572340,3,22261372.959641255
232,A ,Synergy تامر مرسي,2850,1241829,856728863,3,300606.61859649123
233,A ,Cole Bennett - Lyrical Lemonade,310,5251860,1555442427,3,5017556.216129032
234,A ,GMA Public Affairs,14974,2504473,1667235507,3,111342.02664618673
237,A ,IndiaTV,120243,6576438,2865575385,3,23831.536014570494
238,A ,Beam Copphone,1140,1054924,1294100847,3,1135176.1815789475
240,A ,Venus Movies,2830,5721768,2328521668,3,822799.1759717314
241,A ,Kids smile TV,70,2119502,746637831,3,10666254.728571428
242,A ,Saturday Night Live,6422,6436457,4744558944,3,738797.7178449081
243,A ,PopularMMOs,4214,15359835,11881872033,3,2819618.422638823
244,A ,Maria Clara & JP,392,3967499,1036658065,3,2644535.8801020407
245,A ,Lizos Music,256,3289111,3555452040,3,13888484.53125
246,A ,SiaVEVO,93,10579862,6599433518,3,70961650.7311828
247,A ,MTZ Manuel Turizo,9,3531337,1748814742,3,194312749.1111111
248,A ,GENIAL,1252,9473119,1293790665,3,1033379.125399361
249,A ,НТВ,33626,3083128,3084104476,3,91717.85154344852
250,A ,NaoFun Toys,1893,9515204,4889864688,3,2583129.787638669
251,A ,Россия 24,111520,2165801,2298969489,3,20614.862706241034
252,A ,LosAngelesAzulesVEVO,63,1673608,2633311383,3,41798593.38095238
253,A ,Green Gold,583,4035116,2000802080,3,3431907.5128644938
255,A ,はじめしゃちょー（hajime）…,1713,6880324,5414528635,3,3160845.671336836
257,A ,NickyJamTV,215,16120428,10323118073,3,48014502.66511628
258,A ,Hear This Music,26,8453220,4298092532,3,165311251.23076922
259,A ,Flow La Movie,19,3906670,1310514561,3,68974450.57894737
260,A ,SyrebralVibes,255,1726047,1035058136,3,4059051.5137254903
261,A ,RsiamMusic :…,1716,11037799,7248944248,3,4224326.484848484
262,A ,Mister Max,692,8674860,5793558805,3,8372194.8049132945
263,A ,Mister Bean Number One Fan in HD -…,1764,4104585,1527175809,3,865745.9234693878
264,A ,Aditya Movies - Telugu & Hindi,3692,2258716,919189826,3,248967.99187432285
265,A ,CNN,142427,4686757,3574418617,3,25096.495868058726
266,A ,RomeoSantosVEVO,139,9198180,6898631721,3,49630444.035971224
267,A ,ครู นกเล็ก,1795,4525326,4129499307,3,2300556.7169916434
269,A ,VanossGaming,859,23590547,9880562011,3,11502400.47846333
